dataset,id,period,region,channel,device,segment,age,tenure_months,income,balance,visits_7d,visits_30d,dwell_seconds,discount_rate,basket_value,support_tickets,loan_amount,utilization,delinquencies,bureau_score,employment_years,inquiry_count,macro_index,merchant_risk,behavior_score,missingness_flag,decoy_score,target
credit,credit_00336,P3,regional,broker,,near_prime,47,20,,,,,,,,,15428.34,0.3735,4,510.7,2.9,2,0.3224,,0.72125,0,0.8328,1
credit,credit_00337,P1,regional,mobile,,near_prime,39,10,6043.75,,,,,,,,24191.27,0.5494,4,548.3,7.3,3,0.3477,,0.66633,0,1.0,1
credit,credit_00338,P2,suburban,partner,,prime,24,21,3289.1,,,,,,,,13939.25,0.4475,2,557.1,5.7,0,-0.2955,,0.92742,0,0.5953,0
credit,credit_00339,P2,regional,mobile,,prime,27,42,6091.32,,,,,,,,6423.4,0.3297,0,738.1,4.0,3,0.1578,,0.20847,0,0.0,1
credit,credit_00340,P2,suburban,branch,,near_prime,71,13,3540.98,,,,,,,,21980.24,0.6556,0,,1.9,2,0.061,,0.56075,0,0.36062,0
credit,credit_00341,P3,regional,partner,,thin_file,25,,7799.58,,,,,,,,700.0,0.6623,0,693.2,,1,-0.3909,,0.0188,1,0.03473,1
credit,credit_00342,P1,metro,branch,,prime,23,21,5014.38,,,,,,,,14217.77,0.4934,0,638.2,9.6,1,-0.3772,,0.10323,0,0.10169,0
credit,credit_00343,P3,industrial,broker,,prime,43,39,7697.51,,,,,,,,13388.92,0.5749,0,622.2,6.1,0,-0.5937,,0.52967,0,0.0,0
credit,credit_00344,P3,regional,mobile,,high_yield,57,72,2811.64,,,,,,,,31472.46,0.5043,0,544.0,7.1,1,-0.1917,,0.98539,0,0.53205,1
credit,credit_00345,P2,metro,mobile,,prime,37,26,5619.69,,,,,,,,22905.81,0.4374,0,650.9,8.7,0,0.2327,,0.13262,0,0.32418,0
credit,credit_00346,P1,metro,broker,,near_prime,55,52,5927.84,,,,,,,,18731.78,0.666,0,601.0,,1,0.1268,,0.28283,0,0.16285,0
credit,credit_00347,P2,metro,branch,,near_prime,38,32,4863.56,,,,,,,,13383.35,0.7084,0,645.8,7.7,1,0.8032,,0.26419,0,0.39651,1
credit,credit_00348,P2,metro,mobile,,thin_file,52,114,6807.65,,,,,,,,14043.81,0.8175,0,627.6,7.5,2,0.3448,,0.52934,0,0.36718,0
credit,credit_00349,P2,suburban,partner,,prime,51,13,6256.03,,,,,,,,21018.0,0.3208,0,627.0,0.2,1,-0.6793,,0.30903,0,0.28541,0
credit,credit_00350,P3,metro,branch,,high_yield,31,30,4372.69,,,,,,,,32079.7,0.238,1,637.4,7.5,1,-0.2259,,0.47202,0,0.56869,0
credit,credit_00351,P1,regional,mobile,,near_prime,27,48,6719.09,,,,,,,,31813.12,0.502,1,588.6,2.7,0,-0.4895,,0.60213,0,0.45425,0
credit,credit_00352,P2,industrial,branch,,prime,53,21,1459.33,,,,,,,,17752.23,0.5636,1,697.5,,0,-0.1765,,0.45475,0,0.31786,0
credit,credit_00353,P2,metro,mobile,,prime,55,87,3813.73,,,,,,,,16195.25,0.4533,2,632.8,8.1,0,-0.4115,,0.66296,0,0.3378,0
credit,credit_00354,P2,suburban,partner,,thin_file,55,118,4655.52,,,,,,,,22876.27,0.1582,0,619.5,0.0,0,-0.5061,,0.34225,0,0.53628,0
credit,credit_00355,P3,regional,broker,,prime,,78,,,,,,,,,14250.02,0.384,0,606.7,8.4,0,-0.024,,0.07801,0,0.11163,0
credit,credit_00356,P3,industrial,broker,,high_yield,53,47,850.0,,,,,,,,9772.49,0.7489,0,645.5,7.7,0,0.7096,,0.80464,0,0.64528,0
credit,credit_00357,P1,suburban,branch,,prime,44,40,5168.71,,,,,,,,15256.5,0.2857,0,595.1,9.2,1,-0.2401,,0.0895,0,0.24016,0
credit,credit_00358,P1,metro,branch,,thin_file,40,41,3562.79,,,,,,,,7674.82,0.2346,0,624.9,7.1,1,-0.0515,,0.0,0,0.26938,1
credit,credit_00359,P2,regional,branch,,prime,38,16,5773.2,,,,,,,,19699.83,0.248,0,750.0,9.2,1,0.7523,,0.0,0,0.09598,0
credit,credit_00360,P1,suburban,branch,,prime,,27,3449.03,,,,,,,,22465.11,0.2978,2,633.5,5.0,2,0.1642,,0.28574,0,0.27395,1
credit,credit_00361,P3,suburban,mobile,,high_yield,75,28,7121.85,,,,,,,,10935.55,0.4884,1,612.7,7.9,0,-0.1581,,0.52948,0,0.49763,0
credit,credit_00362,P1,metro,partner,,high_yield,39,72,4508.31,,,,,,,,14595.82,0.2912,1,651.2,4.1,3,0.1397,,0.16513,0,0.19105,1
credit,credit_00363,P3,regional,broker,,high_yield,26,19,4285.62,,,,,,,,34090.94,0.1458,1,612.9,15.2,2,-0.0175,,0.52473,0,0.99947,0
credit,credit_00364,P3,metro,partner,,high_yield,,3,5248.47,,,,,,,,32768.33,0.197,1,603.9,0.5,0,-0.2546,,0.87521,0,0.53568,1
credit,credit_00365,P2,metro,broker,,prime,58,,3137.12,,,,,,,,16428.68,0.1536,0,667.5,3.3,2,0.0731,,0.16423,0,0.2602,0
credit,credit_00366,P3,metro,branch,,near_prime,37,6,3349.37,,,,,,,,27704.62,0.4384,2,547.7,8.4,3,-0.3495,,0.96651,0,0.72646,0
credit,credit_00367,P2,regional,branch,,near_prime,47,73,5232.47,,,,,,,,13724.99,0.3686,0,631.1,11.3,0,-0.2231,,0.19336,0,0.3075,0
credit,credit_00368,P3,suburban,broker,,prime,50,28,5393.39,,,,,,,,26348.0,0.4388,1,735.3,7.5,1,-0.2632,,0.0074,0,0.39647,1
credit,credit_00369,P1,suburban,mobile,,prime,,1,8190.81,,,,,,,,24034.22,0.4181,0,649.7,6.9,1,-0.5905,,0.22479,0,0.10003,0
credit,credit_00370,P2,suburban,partner,,prime,37,41,6891.55,,,,,,,,28841.85,0.0482,1,637.0,1.3,3,-0.1751,,0.26627,0,0.3094,0
credit,credit_00371,P3,regional,mobile,,near_prime,52,93,6657.33,,,,,,,,6825.56,0.4107,0,693.8,3.3,0,-0.6049,,0.22571,0,0.3028,0
credit,credit_00372,P1,metro,mobile,,prime,53,,3532.12,,,,,,,,21588.84,0.0601,2,636.9,7.3,0,-0.7129,,0.0,0,0.29106,1
credit,credit_00373,P1,regional,broker,,prime,27,54,5188.36,,,,,,,,39185.25,0.3088,4,484.9,6.9,1,-0.1574,,1.0,0,0.79082,1
credit,credit_00374,P2,metro,partner,,prime,40,40,6255.4,,,,,,,,16538.66,0.5873,4,467.9,15.3,1,-0.251,,0.77381,0,0.49661,1
credit,credit_00375,P3,metro,partner,,prime,38,9,4903.71,,,,,,,,25524.32,0.6577,1,661.4,5.3,2,-0.2986,,0.39623,0,0.29188,1
credit,credit_00376,P1,metro,mobile,,thin_file,23,21,9521.51,,,,,,,,27498.39,0.5696,1,,4.8,0,0.3017,,0.62032,1,0.75544,0
credit,credit_00377,P1,regional,partner,,prime,25,4,,,,,,,,,14985.61,0.7234,0,532.0,3.6,1,-0.7472,,0.1334,0,0.16866,1
credit,credit_00378,P1,metro,mobile,,prime,31,4,7959.36,,,,,,,,9986.82,0.2722,0,587.4,0.7,4,-0.6666,,0.0,0,0.0,0
credit,credit_00379,P3,suburban,branch,,thin_file,39,40,5099.9,,,,,,,,17104.34,0.2491,4,486.7,10.1,0,0.1862,,0.70216,0,0.82887,0
credit,credit_00380,P3,metro,branch,,prime,38,44,5767.23,,,,,,,,27848.77,0.594,1,659.5,8.1,0,0.4215,,0.02589,0,0.27385,0
credit,credit_00381,P1,metro,branch,,prime,43,9,2654.07,,,,,,,,16848.38,0.4913,1,584.1,4.4,3,-0.1388,,0.33395,0,0.73282,1
credit,credit_00382,P3,suburban,mobile,,near_prime,40,20,1129.18,,,,,,,,27370.55,0.2247,1,610.6,4.5,2,-0.4355,,0.71964,0,0.36881,1
credit,credit_00383,P3,suburban,mobile,,near_prime,39,4,5561.33,,,,,,,,5349.99,0.4302,0,,10.8,2,0.2663,,0.00783,0,0.27384,0
credit,credit_00384,P2,metro,branch,,prime,53,35,5639.11,,,,,,,,26949.16,0.7266,1,602.3,0.0,1,-0.4728,,0.4579,0,0.35726,0
credit,credit_00385,P2,regional,branch,,near_prime,68,9,3687.48,,,,,,,,34574.31,0.2068,0,625.7,9.2,0,0.41,,0.28046,0,0.42428,1
credit,credit_00386,P1,regional,mobile,,near_prime,33,51,2742.19,,,,,,,,9415.92,0.2227,0,676.7,8.1,1,0.2099,,0.33219,0,0.23327,0
credit,credit_00387,P2,industrial,branch,,high_yield,33,100,5684.42,,,,,,,,19562.92,0.3157,1,648.6,8.0,1,0.1838,,0.38314,0,0.29753,0
credit,credit_00388,P2,industrial,mobile,,near_prime,46,12,4173.85,,,,,,,,8587.09,0.0475,1,588.8,,1,-0.222,,0.19496,0,0.22949,0
credit,credit_00389,P1,metro,broker,,high_yield,47,38,7603.9,,,,,,,,28453.2,0.3632,0,603.7,0.9,4,-0.2697,,0.30593,0,0.69159,1
credit,credit_00390,P3,suburban,branch,,high_yield,33,23,6556.39,,,,,,,,30230.59,0.5305,0,720.3,10.3,3,-0.4623,,0.15021,0,0.61715,0
credit,credit_00391,P2,regional,mobile,,prime,53,10,6133.09,,,,,,,,18910.42,0.6173,1,580.8,2.4,0,-0.2138,,0.29646,0,0.70692,1
credit,credit_00392,P1,metro,broker,,high_yield,29,0,7667.8,,,,,,,,11414.52,0.6464,0,654.7,5.5,2,-0.5375,,0.53865,0,0.36376,0
credit,credit_00393,P3,metro,branch,,thin_file,42,119,3194.2,,,,,,,,16317.66,0.4144,0,646.3,7.2,0,-0.6089,,0.16781,1,0.44171,0
credit,credit_00394,P2,suburban,partner,,near_prime,36,18,,,,,,,,,14239.73,0.3542,0,,3.8,1,0.264,,0.15714,0,0.0,0
credit,credit_00395,P1,metro,mobile,,near_prime,45,8,8472.37,,,,,,,,20189.13,0.4017,4,513.3,6.1,1,0.2341,,0.67718,0,1.0,1
credit,credit_00396,P1,suburban,partner,,thin_file,68,,,,,,,,,,18768.98,0.2705,0,623.7,5.1,0,-0.0664,,0.27122,1,0.34203,0
credit,credit_00397,P3,metro,broker,,thin_file,30,41,3116.43,,,,,,,,29484.91,0.7403,1,634.6,8.5,1,0.152,,0.88607,0,0.53366,0
credit,credit_00398,P3,suburban,mobile,,thin_file,45,14,2456.57,,,,,,,,19636.94,0.5337,0,632.5,11.3,1,-0.4897,,0.24709,0,0.57741,0
credit,credit_00399,P3,suburban,mobile,,high_yield,35,75,4663.36,,,,,,,,17047.62,0.3195,0,709.3,0.0,1,0.2187,,0.52786,0,0.77198,1
credit,credit_00400,P1,metro,partner,,prime,65,,4389.5,,,,,,,,6966.73,0.1335,2,528.1,5.4,0,-0.3453,,0.27291,0,0.61902,0
credit,credit_00401,P1,regional,mobile,,prime,52,24,5125.81,,,,,,,,22732.54,0.5945,1,636.5,2.2,0,-0.4536,,0.62718,0,0.13552,0
credit,credit_00402,P2,metro,branch,,high_yield,57,68,6428.92,,,,,,,,3116.52,0.3904,3,555.9,10.7,0,-0.9448,,0.27288,0,0.31839,0
credit,credit_00403,P1,regional,partner,,prime,43,56,5840.66,,,,,,,,13754.71,0.6472,1,625.1,10.4,5,-1.0596,,0.06973,0,0.43343,1
credit,credit_00404,P2,metro,partner,,near_prime,37,17,3620.06,,,,,,,,17183.16,0.7726,0,631.1,3.8,5,-0.0693,,0.51491,0,0.36103,0
credit,credit_00405,P3,suburban,branch,,near_prime,61,48,5213.05,,,,,,,,14278.14,0.4798,0,633.7,4.9,0,-0.2772,,0.47106,0,0.26322,1
credit,credit_00406,P3,industrial,branch,,near_prime,41,52,3367.84,,,,,,,,22947.49,0.521,1,617.1,8.2,0,0.1777,,0.91659,0,0.4429,1
credit,credit_00407,P1,regional,partner,,high_yield,54,32,3214.93,,,,,,,,30903.02,0.7599,1,616.4,7.4,0,-0.1327,,0.92733,0,0.90461,0
credit,credit_00408,P1,industrial,broker,,prime,44,97,,,,,,,,,31853.12,0.3867,0,662.2,6.1,2,-0.4895,,0.09928,0,0.25247,0
credit,credit_00409,P2,suburban,branch,,prime,36,53,4073.82,,,,,,,,25072.6,0.6432,0,552.2,12.6,0,0.677,,0.78024,0,0.52104,0
credit,credit_00410,P3,metro,mobile,,near_prime,56,51,4547.62,,,,,,,,17742.78,0.4274,0,583.0,8.0,0,-0.7863,,0.22666,0,0.30796,1
credit,credit_00411,P2,metro,branch,,near_prime,48,113,5621.49,,,,,,,,23719.37,0.4,0,627.4,4.0,0,0.1681,,0.36275,0,0.40833,1
credit,credit_00412,P3,suburban,branch,,near_prime,33,6,8899.3,,,,,,,,27170.81,0.5054,2,657.6,2.8,0,-0.0222,,0.42553,0,0.65402,1
credit,credit_00413,P2,regional,broker,,high_yield,43,52,4247.07,,,,,,,,11337.68,0.4196,0,714.4,13.7,1,-1.2007,,0.52648,0,0.03761,0
credit,credit_00414,P1,metro,branch,,thin_file,34,4,2051.15,,,,,,,,700.0,0.2428,0,639.3,14.8,2,-0.8877,,0.05655,0,0.1557,1
credit,credit_00415,P2,metro,mobile,,high_yield,41,45,5690.37,,,,,,,,19727.14,0.4713,2,526.3,6.8,1,-0.4357,,1.0,0,0.70832,1
credit,credit_00416,P3,industrial,mobile,,near_prime,62,35,4530.08,,,,,,,,29449.73,0.519,0,690.0,2.6,1,-0.7041,,0.69761,0,0.60058,1
credit,credit_00417,P3,industrial,mobile,,prime,45,36,,,,,,,,,12288.86,0.2529,0,616.0,2.5,0,-0.3603,,0.0852,0,0.12198,0
credit,credit_00418,P1,regional,broker,,thin_file,63,13,3061.46,,,,,,,,10972.2,0.7878,0,653.7,3.2,0,-0.3205,,0.13261,0,0.65801,0
credit,credit_00419,P3,metro,partner,,thin_file,61,30,5738.75,,,,,,,,15174.07,0.4507,0,,10.6,0,-0.1056,,0.30094,1,0.40645,1
credit,credit_00420,P2,suburban,mobile,,near_prime,31,37,6114.46,,,,,,,,19862.11,0.7169,0,670.8,2.0,0,-0.4667,,0.28451,0,0.58611,1
credit,credit_00421,P1,industrial,partner,,high_yield,48,58,3126.5,,,,,,,,9884.27,0.4962,0,678.2,4.7,1,0.004,,0.27876,0,0.37864,0
credit,credit_00422,P1,regional,mobile,,prime,25,16,4012.19,,,,,,,,13107.51,0.7153,0,581.4,0.0,0,0.0681,,0.3515,0,0.68408,1
credit,credit_00423,P2,industrial,branch,,thin_file,38,99,3258.97,,,,,,,,15085.86,0.1086,1,637.2,9.0,2,-0.4427,,0.24319,0,0.531,1
credit,credit_00424,P2,metro,broker,,high_yield,44,11,8483.29,,,,,,,,14029.04,0.522,4,518.4,6.2,1,0.434,,0.92876,0,0.56679,1
credit,credit_00425,P1,metro,mobile,,prime,36,36,,,,,,,,,8097.32,0.0732,0,651.2,0.8,0,-0.5903,,0.13062,0,0.03662,1
credit,credit_00426,P3,metro,mobile,,near_prime,41,18,3348.82,,,,,,,,18419.23,0.2963,0,624.5,8.7,1,0.5949,,0.0,0,0.14977,0
credit,credit_00427,P3,regional,broker,,prime,40,17,5060.39,,,,,,,,17220.31,0.3496,0,615.1,4.6,1,0.7531,,0.38052,0,0.31276,0
credit,credit_00428,P2,suburban,branch,,prime,38,26,9565.74,,,,,,,,22384.34,0.2344,3,586.0,5.7,5,0.4638,,0.48194,0,0.61081,0
credit,credit_00429,P1,industrial,partner,,high_yield,43,34,3665.68,,,,,,,,25546.88,0.3854,0,685.5,10.3,1,0.078,,0.67908,0,0.7913,0
credit,credit_00430,P3,metro,branch,,high_yield,42,31,4933.86,,,,,,,,29400.56,0.4517,0,595.1,4.4,1,-0.5986,,0.65488,0,0.95085,0
credit,credit_00431,P1,metro,partner,,high_yield,36,1,4219.97,,,,,,,,24938.55,0.0648,1,699.6,0.3,1,-0.2522,,0.35544,0,0.18826,0
credit,credit_00432,P2,regional,broker,,prime,53,24,6710.52,,,,,,,,33894.66,0.3945,1,584.9,9.2,3,-0.2207,,0.4961,0,0.52786,1
credit,credit_00433,P1,industrial,broker,,high_yield,51,5,2233.83,,,,,,,,16775.59,0.2091,0,639.3,14.6,0,-0.1447,,0.42966,0,0.30125,1
credit,credit_00434,P1,regional,broker,,high_yield,62,18,6256.06,,,,,,,,28015.23,0.5165,0,748.9,10.8,0,-0.1004,,0.4271,0,0.61125,1
credit,credit_00435,P3,industrial,branch,,thin_file,28,43,7062.97,,,,,,,,23789.86,0.3893,0,575.2,0.0,0,-0.6903,,0.65182,0,0.39235,1
credit,credit_00436,P1,suburban,mobile,,high_yield,53,,3725.74,,,,,,,,18259.2,0.2876,0,694.8,7.0,2,-0.4474,,0.30192,0,0.61958,0
credit,credit_00437,P2,metro,broker,,high_yield,43,15,,,,,,,,,16396.7,0.4322,3,598.6,5.5,0,-0.8575,,0.39946,0,0.79438,1
credit,credit_00438,P1,regional,broker,,thin_file,44,36,,,,,,,,,15529.0,0.7041,4,,1.1,0,0.0796,,0.8709,0,1.0,1
credit,credit_00439,P1,suburban,mobile,,thin_file,54,125,1892.55,,,,,,,,14014.17,0.7983,0,558.0,4.4,1,0.2965,,0.80368,0,1.0,1
credit,credit_00440,P1,metro,mobile,,high_yield,60,57,,,,,,,,,33462.82,0.4542,0,554.9,6.6,1,0.0829,,0.83095,0,0.98859,1
credit,credit_00441,P2,metro,broker,,thin_file,41,12,4098.03,,,,,,,,15683.36,0.7681,0,587.3,11.6,2,-0.2149,,0.68024,0,0.68274,0
credit,credit_00442,P2,regional,mobile,,near_prime,48,2,6708.67,,,,,,,,16190.61,0.773,3,533.5,10.8,2,0.1717,,0.97596,0,0.65502,1
credit,credit_00443,P3,industrial,branch,,prime,43,12,3639.41,,,,,,,,19177.36,0.3075,1,621.1,4.3,2,0.3292,,0.12443,0,0.40805,1
credit,credit_00444,P1,metro,mobile,,prime,66,20,3488.63,,,,,,,,23181.87,0.4178,1,664.8,2.6,2,-0.3525,,0.05364,0,0.29135,0
credit,credit_00445,P3,regional,mobile,,high_yield,49,3,6446.46,,,,,,,,20265.75,0.3953,0,571.9,5.6,1,0.0783,,0.46347,0,0.76078,1
credit,credit_00446,P2,suburban,mobile,,thin_file,53,,4221.0,,,,,,,,16935.36,0.1893,1,680.8,9.8,0,0.113,,0.31195,1,0.52772,0
credit,credit_00447,P3,metro,partner,,thin_file,53,7,2798.1,,,,,,,,19037.65,0.436,0,614.5,3.9,0,-0.149,,0.70846,1,0.78958,0
credit,credit_00448,P1,industrial,partner,,near_prime,75,74,9146.48,,,,,,,,9939.41,0.3943,0,608.3,0.8,0,-0.3057,,0.49962,0,0.33886,1
credit,credit_00449,P2,regional,broker,,near_prime,55,30,,,,,,,,,10241.74,0.5489,2,553.3,5.9,1,0.1735,,0.5671,0,0.90299,1
credit,credit_00450,P1,metro,broker,,prime,38,21,7115.86,,,,,,,,18957.3,0.5344,0,761.3,7.0,1,-0.0649,,0.30708,0,0.0,0
credit,credit_00451,P3,suburban,partner,,near_prime,24,30,6655.1,,,,,,,,28914.76,0.3465,0,620.0,7.3,1,0.7505,,0.19713,0,0.64981,0
credit,credit_00452,P1,suburban,mobile,,thin_file,31,15,8732.01,,,,,,,,23671.19,0.6501,3,609.3,7.6,2,-0.1749,,0.60785,0,0.8117,1
credit,credit_00453,P3,suburban,branch,,prime,48,28,3853.82,,,,,,,,20367.98,0.5028,1,581.3,16.5,0,-0.1983,,0.31115,0,0.38859,0
credit,credit_00454,P3,regional,broker,,near_prime,19,104,6731.24,,,,,,,,11406.96,0.8258,0,519.3,12.4,0,0.4075,,0.32879,0,0.1859,0
credit,credit_00455,P2,metro,partner,,thin_file,,16,6360.46,,,,,,,,18015.94,0.5774,1,607.8,4.8,5,-0.0275,,0.55829,1,0.70645,1
credit,credit_00456,P1,suburban,mobile,,near_prime,44,42,5660.85,,,,,,,,12142.5,0.7464,0,,,3,0.1443,,0.53952,0,0.42368,0
credit,credit_00457,P1,metro,broker,,near_prime,48,19,850.0,,,,,,,,25782.23,0.1418,0,753.7,8.0,3,0.0712,,0.43858,0,0.05838,0
credit,credit_00458,P2,suburban,branch,,prime,28,1,7858.24,,,,,,,,4181.82,0.3698,1,675.0,1.2,0,-0.2005,,0.1379,0,0.01523,0
credit,credit_00459,P2,metro,broker,,high_yield,52,53,,,,,,,,,16288.86,0.2273,1,643.4,10.2,1,-0.2251,,0.30826,0,0.34269,0
credit,credit_00460,P2,suburban,broker,,prime,51,2,,,,,,,,,21563.4,0.332,0,766.6,0.0,2,0.6262,,0.15044,0,0.53213,0
credit,credit_00461,P2,suburban,mobile,,prime,50,64,5093.01,,,,,,,,11488.55,0.1953,1,628.9,11.4,1,0.0195,,0.02925,0,0.0,0
credit,credit_00462,P2,industrial,branch,,near_prime,64,45,,,,,,,,,14803.81,0.3221,1,561.7,,1,-1.0573,,0.21402,0,0.42866,1
credit,credit_00463,P3,suburban,mobile,,prime,36,14,4991.79,,,,,,,,33433.67,0.1662,0,739.0,3.2,0,0.4324,,0.27176,0,0.0,1
credit,credit_00464,P3,metro,broker,,near_prime,55,25,2888.09,,,,,,,,11126.62,0.8311,0,669.5,,0,-0.1702,,0.08944,0,0.18994,1
credit,credit_00465,P3,suburban,branch,,near_prime,45,62,6322.7,,,,,,,,28334.22,0.7262,0,660.8,4.2,1,-0.3491,,0.78071,0,0.22261,1
credit,credit_00466,P3,industrial,broker,,high_yield,35,3,6826.36,,,,,,,,17035.59,0.5824,0,641.6,7.4,1,-0.2134,,0.46826,0,0.63587,0
credit,credit_00467,P3,regional,broker,,near_prime,61,23,2600.19,,,,,,,,8799.81,0.487,1,608.4,7.9,1,-0.5113,,0.58361,0,0.3521,0
credit,credit_00468,P1,suburban,broker,,prime,50,9,3055.3,,,,,,,,10611.7,0.2715,0,651.7,9.4,4,-0.0508,,0.35724,0,0.0,0
credit,credit_00469,P2,metro,partner,,near_prime,55,35,7197.13,,,,,,,,30217.47,0.1221,0,575.2,8.1,2,0.6428,,0.1787,0,0.76175,1
credit,credit_00470,P1,industrial,mobile,,thin_file,44,,6565.16,,,,,,,,28579.31,0.634,0,,5.2,0,0.4785,,0.70752,1,0.56349,1
credit,credit_00471,P3,industrial,mobile,,prime,32,,4767.43,,,,,,,,8880.65,0.5961,0,625.8,3.7,3,-0.1048,,0.37859,0,0.48628,0
credit,credit_00472,P3,metro,broker,,high_yield,43,63,4997.33,,,,,,,,20498.86,0.2169,1,519.9,,1,-0.0765,,0.39411,0,0.79503,1
credit,credit_00473,P2,industrial,mobile,,near_prime,58,19,8242.37,,,,,,,,16759.38,0.2574,0,675.8,0.0,1,0.2036,,0.04936,0,0.16097,0
credit,credit_00474,P1,regional,broker,,near_prime,43,6,4456.42,,,,,,,,35054.11,0.3701,2,578.5,2.7,3,-0.6922,,0.93503,0,0.87424,1
credit,credit_00475,P2,industrial,branch,,prime,49,,6900.94,,,,,,,,28317.4,0.6789,4,476.1,2.7,1,-0.9778,,0.54841,0,0.87563,0
credit,credit_00476,P3,metro,mobile,,near_prime,48,50,,,,,,,,,29171.15,0.6231,0,624.3,4.7,3,0.0057,,0.48709,0,0.69052,1
credit,credit_00477,P1,industrial,branch,,high_yield,45,12,6784.29,,,,,,,,5583.02,0.2012,0,,4.3,0,-0.5409,,0.2019,0,0.30216,0
credit,credit_00478,P1,regional,mobile,,high_yield,63,97,4962.31,,,,,,,,17273.85,0.1296,1,602.5,8.5,0,0.2689,,0.71007,0,0.58672,0
credit,credit_00479,P1,industrial,branch,,near_prime,57,5,6352.1,,,,,,,,15518.31,0.7598,0,655.0,6.1,1,-0.247,,0.46849,0,0.19421,0
credit,credit_00480,P2,metro,partner,,near_prime,31,15,1955.81,,,,,,,,22262.2,0.2716,0,575.5,6.9,0,-0.4789,,0.65099,0,0.64026,0
credit,credit_00481,P3,metro,branch,,near_prime,43,17,4218.95,,,,,,,,29960.52,0.1254,0,687.5,4.5,1,-0.0146,,0.21591,0,0.32025,0
credit,credit_00482,P2,regional,mobile,,near_prime,38,32,4851.3,,,,,,,,24811.22,0.5053,0,635.5,7.4,1,-0.2602,,0.55117,0,0.4527,0
credit,credit_00483,P3,regional,broker,,near_prime,29,8,4287.21,,,,,,,,5641.34,0.2785,0,739.0,1.9,1,-0.1768,,0.19032,0,0.26431,0
credit,credit_00484,P2,metro,mobile,,near_prime,46,24,3101.56,,,,,,,,21612.99,0.2312,1,625.0,5.3,0,0.127,,0.23841,0,0.40005,1
credit,credit_00485,P1,metro,mobile,,thin_file,45,5,9724.82,,,,,,,,15422.25,0.3838,0,685.7,0.0,1,-0.6658,,0.42185,1,0.12028,0
credit,credit_00486,P1,suburban,branch,,high_yield,54,125,4333.52,,,,,,,,23789.76,0.606,0,633.3,6.9,1,0.0649,,0.88205,0,0.40188,1
credit,credit_00487,P2,industrial,partner,,thin_file,33,14,6749.85,,,,,,,,18983.96,0.2981,0,747.7,4.2,4,0.9101,,0.26702,1,0.40157,0
credit,credit_00488,P1,regional,broker,,near_prime,45,35,6743.06,,,,,,,,5673.61,0.1794,0,707.8,3.5,1,0.0543,,0.10648,0,0.45967,0
credit,credit_00489,P3,metro,mobile,,prime,53,4,6772.33,,,,,,,,11590.95,0.6097,0,618.4,0.5,0,-0.2636,,0.14121,0,0.12698,0
credit,credit_00490,P3,suburban,branch,,near_prime,24,30,8772.04,,,,,,,,23489.93,0.2978,1,520.3,10.8,2,-1.0383,,0.61901,0,0.29183,0
credit,credit_00491,P1,suburban,broker,,thin_file,53,30,,,,,,,,,11351.76,0.4516,0,549.9,3.5,1,-0.2236,,0.56354,0,0.69401,0
credit,credit_00492,P1,regional,broker,,near_prime,43,,5360.24,,,,,,,,18930.23,0.3361,0,624.5,5.1,2,-0.1848,,0.0,0,0.45284,0
credit,credit_00493,P2,suburban,broker,,prime,47,12,1216.79,,,,,,,,23319.23,0.187,0,594.8,6.1,0,0.2712,,0.32411,0,0.2823,0
credit,credit_00494,P3,metro,branch,,thin_file,56,20,4521.96,,,,,,,,18675.78,0.0762,1,608.7,7.7,4,0.344,,0.52659,1,0.59488,0
credit,credit_00495,P3,metro,branch,,high_yield,48,42,850.0,,,,,,,,27572.17,0.2306,0,603.7,,1,-0.7004,,0.40905,0,0.73614,0
credit,credit_00496,P1,metro,mobile,,high_yield,56,32,8505.88,,,,,,,,10428.14,0.325,0,664.8,5.3,0,-0.2536,,0.26413,0,0.6281,0
credit,credit_00497,P3,industrial,mobile,,prime,34,27,2206.17,,,,,,,,14819.02,0.3702,4,565.6,14.2,0,0.0003,,0.8278,0,0.67737,1
credit,credit_00498,P1,industrial,mobile,,near_prime,70,17,6722.31,,,,,,,,16133.97,0.282,3,509.1,5.0,0,-0.2279,,0.6879,0,0.71456,1
credit,credit_00499,P3,regional,branch,,near_prime,,39,4306.58,,,,,,,,13522.05,0.4277,0,603.6,2.9,0,-0.1825,,0.47496,0,0.33721,1
credit,credit_00500,P2,metro,branch,,prime,56,2,4595.31,,,,,,,,10071.41,0.3931,0,563.6,4.6,0,-0.621,,0.32984,0,0.0,0
credit,credit_00501,P3,metro,broker,,near_prime,36,3,7964.22,,,,,,,,808.11,0.7644,0,652.1,2.0,4,-0.7648,,0.38204,0,0.41677,1
credit,credit_00502,P1,metro,mobile,,prime,55,53,4004.75,,,,,,,,17108.48,0.2668,1,634.9,8.7,0,-0.1859,,0.31959,0,0.34328,0
credit,credit_00503,P2,industrial,mobile,,near_prime,36,41,5685.85,,,,,,,,15438.24,0.4102,1,588.9,8.3,1,-0.4513,,0.23731,0,0.45563,0
credit,credit_00504,P1,metro,branch,,prime,43,6,4689.3,,,,,,,,15333.11,0.2767,0,689.4,12.4,0,0.0216,,0.12229,0,0.0,0
credit,credit_00505,P2,regional,partner,,prime,28,27,5839.0,,,,,,,,3095.49,0.1785,0,629.2,1.3,0,0.2262,,0.25834,0,0.19538,0
