dataset,id,period,region,channel,device,segment,age,tenure_months,income,balance,visits_7d,visits_30d,dwell_seconds,discount_rate,basket_value,support_tickets,loan_amount,utilization,delinquencies,bureau_score,employment_years,inquiry_count,macro_index,merchant_risk,behavior_score,missingness_flag,decoy_score,target
conversion,conversion_00438,P2,regional,social,tablet,standard,52.0,1.0,2137.98,1495.69,11.0,57.0,70.04,0.4013,34.03,0.0,,,,,,,,0.3878,0.90491,0,0.61603,1
conversion,conversion_00617,P1,suburban,affiliate,desktop,standard,30.0,7.0,4404.13,2424.54,8.0,18.0,29.18,0.2695,63.09,2.0,,,,,,,,0.3404,0.3196,0,0.25566,0
conversion,conversion_00712,P3,island,email,ios,value,20.0,0.0,,1197.56,15.0,39.0,202.86,0.6354,135.94,3.0,,,,,,,,0.502,0.72407,0,0.92586,1
conversion,conversion_00079,P3,suburban,affiliate,tablet,value,37.0,37.0,4857.77,6730.7,11.0,25.0,149.51,0.226,14.64,3.0,,,,,,,,0.3758,0.50752,0,0.46911,1
conversion,conversion_00395,P3,regional,social,ios,new,,16.0,5427.1,,16.0,25.0,190.37,0.286,65.17,0.0,,,,,,,,0.3674,0.83475,0,0.80464,1
conversion,conversion_00494,P1,metro,email,desktop,value,33.0,,4460.63,2466.16,2.0,29.0,103.54,0.3012,34.34,1.0,,,,,,,,0.116,0.5479,0,0.89667,0
conversion,conversion_00138,P3,metro,affiliate,android,standard,54.0,5.0,4085.28,5752.66,16.0,39.0,35.03,0.1852,39.06,0.0,,,,,,,,0.2213,0.8451,0,0.94163,1
conversion,conversion_00291,P3,suburban,social,ios,value,18.0,14.0,4973.76,4176.8,8.0,15.0,252.3,0.2196,44.62,2.0,,,,,,,,0.0635,0.71861,0,0.72745,0
conversion,conversion_00524,P2,suburban,direct,tablet,standard,28.0,3.0,5745.58,9097.47,7.0,34.0,134.3,0.163,54.14,0.0,,,,,,,,0.2909,0.66634,0,0.75619,1
conversion,conversion_00752,P3,island,direct,ios,standard,37.0,84.0,1487.61,1424.25,9.0,54.0,49.54,0.0783,90.99,1.0,,,,,,,,0.5236,0.71901,0,0.85844,1
conversion,conversion_00463,P1,regional,search,tablet,value,,10.0,2544.47,2481.37,16.0,34.0,120.98,0.1148,28.78,0.0,,,,,,,,0.0233,0.81781,0,0.87099,1
conversion,conversion_00834,P3,island,social,desktop,new,18.0,4.0,7242.84,4613.58,14.0,48.0,28.23,0.1618,18.36,0.0,,,,,,,,0.1146,0.79462,0,0.59293,1
conversion,conversion_00408,P3,island,direct,ios,new,45.0,39.0,4783.38,5649.65,3.0,23.0,240.2,0.2621,158.96,0.0,,,,,,,,0.3296,0.93213,0,0.92328,1
conversion,conversion_00713,P1,metro,affiliate,tablet,premium,31.0,67.0,1610.85,1211.16,13.0,24.0,256.97,0.1093,65.88,0.0,,,,,,,,0.4906,0.81703,0,0.71025,1
conversion,conversion_00616,P2,metro,social,android,value,36.0,18.0,1306.68,1893.68,12.0,48.0,,0.2069,62.57,0.0,,,,,,,,0.2076,0.71302,0,0.83522,1
conversion,conversion_00228,P2,island,search,ios,premium,32.0,50.0,4466.85,2062.24,6.0,10.0,133.12,0.0757,45.53,1.0,,,,,,,,0.2364,0.62446,0,0.60536,1
conversion,conversion_00878,P1,regional,email,android,premium,45.0,5.0,5374.4,,2.0,28.0,53.64,0.198,84.06,3.0,,,,,,,,0.247,0.23541,0,0.30488,1
conversion,conversion_00186,P1,island,social,tablet,standard,54.0,1.0,5427.86,7943.94,3.0,23.0,70.98,0.018,47.89,1.0,,,,,,,,0.1588,0.3829,0,0.16057,1
conversion,conversion_00249,P2,metro,social,android,premium,39.0,20.0,2244.05,1630.0,9.0,19.0,161.43,0.1373,86.87,0.0,,,,,,,,0.2724,0.98056,0,1.0,1
conversion,conversion_00550,P2,metro,social,ios,value,38.0,26.0,4098.46,2655.71,3.0,14.0,40.15,0.368,106.53,2.0,,,,,,,,0.3472,0.35931,0,0.63948,0
conversion,conversion_00381,P2,island,direct,desktop,premium,,7.0,5587.91,4557.34,10.0,51.0,60.52,0.1779,45.94,2.0,,,,,,,,0.361,0.71339,0,0.65855,1
conversion,conversion_00033,P2,metro,affiliate,ios,standard,35.0,6.0,4863.93,3430.3,5.0,27.0,140.84,0.3304,48.32,0.0,,,,,,,,0.1428,0.90515,0,0.96873,1
conversion,conversion_00490,P2,island,social,desktop,new,56.0,84.0,4917.75,7284.67,15.0,18.0,45.13,0.1358,30.64,3.0,,,,,,,,0.1017,0.7172,0,0.40103,1
conversion,conversion_00611,P3,suburban,social,desktop,premium,33.0,0.0,5482.49,3950.21,13.0,27.0,222.88,0.0741,184.53,0.0,,,,,,,,0.791,0.87981,0,1.0,1
conversion,conversion_00521,P1,metro,social,tablet,standard,35.0,28.0,6867.82,,5.0,25.0,45.47,0.0581,83.28,0.0,,,,,,,,0.379,0.60274,0,0.6044,1
conversion,conversion_00787,P3,suburban,search,android,standard,37.0,7.0,3062.12,1274.49,8.0,22.0,118.4,0.3433,60.28,3.0,,,,,,,,0.3288,0.74961,1,0.83097,0
conversion,conversion_00429,P2,metro,affiliate,ios,value,44.0,10.0,4723.92,7017.67,3.0,39.0,43.84,0.2756,66.37,0.0,,,,,,,,0.3488,0.76717,0,0.862,1
conversion,conversion_00106,P1,island,direct,desktop,premium,43.0,5.0,1913.44,2730.83,9.0,39.0,90.38,0.0864,121.61,3.0,,,,,,,,0.2538,0.54845,0,0.42855,1
conversion,conversion_00466,P1,suburban,email,desktop,new,29.0,0.0,5006.84,7484.44,0.0,34.0,67.27,0.0945,67.05,3.0,,,,,,,,0.4189,0.38304,0,0.0,0
conversion,conversion_00702,P1,regional,direct,desktop,standard,50.0,15.0,3830.28,,14.0,52.0,146.17,0.1534,27.29,3.0,,,,,,,,0.6431,0.93439,0,0.98603,0
conversion,conversion_00872,P3,island,social,android,new,,12.0,2513.53,1655.43,3.0,6.0,52.61,0.1756,25.22,0.0,,,,,,,,0.1858,0.29938,1,0.42657,1
conversion,conversion_00791,P3,regional,direct,ios,premium,44.0,1.0,,5617.02,0.0,12.0,235.91,0.1152,25.66,1.0,,,,,,,,0.0855,0.54192,0,0.37331,1
conversion,conversion_00623,P2,metro,social,android,premium,34.0,39.0,6167.94,6941.41,14.0,59.0,310.92,0.1671,41.66,0.0,,,,,,,,0.6092,0.93602,0,0.8256,1
conversion,conversion_00540,P3,regional,affiliate,ios,standard,41.0,27.0,2829.96,1729.44,3.0,4.0,278.52,0.0695,88.21,1.0,,,,,,,,0.1118,0.5253,0,0.73411,0
conversion,conversion_00195,P3,metro,social,tablet,value,30.0,5.0,1763.0,1476.53,16.0,25.0,55.59,0.1447,156.51,0.0,,,,,,,,0.2941,0.58588,0,0.83062,0
conversion,conversion_00762,P2,metro,email,android,premium,40.0,14.0,2753.78,1553.27,12.0,54.0,105.64,0.199,43.12,2.0,,,,,,,,0.1904,0.82826,1,0.61363,1
conversion,conversion_00562,P1,island,search,desktop,standard,19.0,10.0,4821.9,4761.66,2.0,27.0,111.6,0.353,184.94,0.0,,,,,,,,0.278,0.69994,0,0.31913,0
conversion,conversion_00142,P2,suburban,search,android,value,48.0,6.0,1548.48,1695.01,9.0,50.0,44.76,0.1869,22.94,1.0,,,,,,,,0.8807,0.26435,1,0.62957,0
conversion,conversion_00213,P3,metro,affiliate,desktop,new,22.0,5.0,3154.67,2409.43,4.0,32.0,135.75,0.3153,140.78,3.0,,,,,,,,0.0867,0.72751,0,0.87204,0
conversion,conversion_00178,P3,suburban,direct,android,new,49.0,7.0,6455.24,9476.33,15.0,29.0,,0.1749,45.53,1.0,,,,,,,,0.397,0.81274,1,0.62652,1
conversion,conversion_00050,P2,metro,direct,tablet,value,37.0,5.0,2495.6,3842.45,7.0,21.0,492.51,0.0604,24.77,2.0,,,,,,,,0.0676,0.86887,0,0.70202,0
conversion,conversion_00108,P1,metro,social,desktop,premium,24.0,15.0,5221.89,2154.41,7.0,41.0,113.19,0.2111,36.81,2.0,,,,,,,,0.1526,0.88005,0,0.39298,1
conversion,conversion_00372,P2,regional,direct,ios,premium,28.0,21.0,5442.71,5805.66,9.0,36.0,158.48,0.3127,45.0,0.0,,,,,,,,0.2235,0.83413,0,0.92416,0
conversion,conversion_00775,P1,island,email,tablet,value,35.0,1.0,3969.39,4614.18,13.0,28.0,36.3,0.1828,42.41,1.0,,,,,,,,0.3969,0.38813,0,0.6945,1
conversion,conversion_00311,P3,suburban,direct,ios,premium,52.0,24.0,4352.11,2399.42,11.0,56.0,148.49,0.2597,29.32,1.0,,,,,,,,0.2504,0.85924,0,0.67008,1
conversion,conversion_00137,P2,island,affiliate,android,value,29.0,9.0,4196.58,6292.77,13.0,19.0,82.11,0.2407,146.33,0.0,,,,,,,,0.2519,0.77556,0,0.64043,0
conversion,conversion_00823,P3,regional,direct,ios,premium,19.0,9.0,5531.24,,9.0,54.0,62.41,0.1501,183.98,0.0,,,,,,,,0.1748,0.74365,0,0.89594,1
conversion,conversion_00457,P3,regional,search,desktop,value,43.0,4.0,5568.73,4365.63,5.0,46.0,110.11,0.3118,145.52,2.0,,,,,,,,0.1805,1.0,0,0.77042,1
conversion,conversion_00615,P1,metro,direct,ios,premium,36.0,22.0,3359.24,,13.0,23.0,81.0,0.0804,22.02,3.0,,,,,,,,0.4,0.72615,0,0.63695,1
conversion,conversion_00187,P3,suburban,email,tablet,standard,31.0,11.0,1200.0,1598.3,9.0,14.0,143.1,0.1421,40.48,3.0,,,,,,,,0.3371,0.54213,0,0.38493,0
conversion,conversion_00725,P1,metro,direct,ios,value,22.0,30.0,4618.03,7307.19,1.0,6.0,,0.2462,101.5,1.0,,,,,,,,0.1792,0.54794,0,0.49795,0
conversion,conversion_00257,P1,suburban,email,desktop,value,18.0,1.0,4376.46,5740.83,16.0,45.0,134.61,0.1119,64.5,1.0,,,,,,,,0.2276,0.99147,0,0.92201,1
conversion,conversion_00036,P3,island,search,android,standard,,1.0,4769.53,6157.02,9.0,27.0,37.08,0.1125,34.5,2.0,,,,,,,,0.1555,0.69402,1,0.38087,1
conversion,conversion_00452,P3,island,direct,desktop,standard,31.0,16.0,4081.02,2245.79,2.0,10.0,347.91,0.2366,48.67,2.0,,,,,,,,0.5946,0.42365,0,0.43257,0
conversion,conversion_00477,P1,suburban,direct,tablet,standard,29.0,2.0,4030.45,3273.65,4.0,49.0,24.45,0.2425,8.06,2.0,,,,,,,,0.2101,0.48274,0,0.30136,0
conversion,conversion_00024,P1,metro,affiliate,tablet,premium,43.0,9.0,3713.53,6274.77,13.0,30.0,104.76,0.083,41.42,1.0,,,,,,,,0.1271,0.75009,0,0.68117,1
conversion,conversion_00272,P1,island,social,tablet,value,30.0,15.0,3994.23,3175.44,12.0,20.0,25.8,0.0995,65.76,0.0,,,,,,,,0.44,0.40824,0,0.44099,0
conversion,conversion_00666,P3,suburban,affiliate,android,new,43.0,9.0,,1365.82,10.0,26.0,63.52,0.3677,52.4,1.0,,,,,,,,0.7816,0.61588,1,0.42044,1
conversion,conversion_00647,P2,metro,email,android,value,18.0,6.0,2340.12,2623.57,4.0,42.0,158.09,0.2254,43.18,0.0,,,,,,,,0.2707,0.92977,0,0.58258,0
conversion,conversion_00093,P3,regional,direct,desktop,new,54.0,61.0,6155.9,3400.72,16.0,22.0,156.99,0.2023,108.08,3.0,,,,,,,,0.1585,0.9101,0,0.96017,1
conversion,conversion_00627,P1,suburban,social,ios,standard,45.0,9.0,3853.31,5622.5,6.0,36.0,128.41,0.141,18.87,0.0,,,,,,,,0.1952,0.78189,0,0.79802,0
conversion,conversion_00391,P2,island,search,desktop,value,35.0,2.0,4698.99,,15.0,25.0,84.7,0.1151,44.17,0.0,,,,,,,,0.1594,0.843,0,0.92106,0
conversion,conversion_00172,P3,suburban,email,ios,new,37.0,31.0,5027.42,8113.45,4.0,50.0,190.33,0.1556,36.78,0.0,,,,,,,,0.1613,0.71415,0,0.65288,1
conversion,conversion_00744,P3,suburban,search,desktop,standard,49.0,4.0,5416.72,5470.48,5.0,34.0,184.45,0.1663,55.02,0.0,,,,,,,,0.4008,0.68625,0,0.74229,1
conversion,conversion_00075,P2,suburban,direct,android,new,18.0,6.0,1382.14,1705.35,1.0,33.0,81.25,0.0072,25.21,1.0,,,,,,,,0.0861,0.14555,0,0.24962,0
conversion,conversion_00814,P3,regional,direct,desktop,premium,45.0,31.0,6294.31,9283.48,7.0,48.0,16.39,0.4743,28.23,0.0,,,,,,,,0.2198,0.91715,0,0.58584,1
conversion,conversion_00840,P1,metro,search,ios,new,38.0,,6150.69,5384.36,3.0,25.0,155.07,0.185,39.35,1.0,,,,,,,,0.186,0.64316,0,0.58385,0
conversion,conversion_00434,P3,island,social,android,value,,18.0,5514.78,4405.57,12.0,28.0,416.77,0.2082,34.54,0.0,,,,,,,,0.3736,0.78418,0,1.0,1
conversion,conversion_00654,P1,suburban,direct,tablet,premium,33.0,8.0,2363.3,3317.8,11.0,37.0,59.02,0.3068,42.79,0.0,,,,,,,,0.5155,0.85662,0,0.83494,1
conversion,conversion_00530,P1,island,email,android,premium,49.0,84.0,2179.26,1368.27,14.0,48.0,52.69,0.1907,28.65,1.0,,,,,,,,0.4767,0.78891,1,0.73137,1
conversion,conversion_00519,P3,island,search,ios,value,43.0,,4090.88,6068.66,11.0,18.0,,0.2517,84.58,3.0,,,,,,,,0.2105,0.69814,0,0.76845,1
conversion,conversion_00579,P2,suburban,email,desktop,value,67.0,50.0,2703.82,3019.4,8.0,43.0,425.13,0.2296,142.72,0.0,,,,,,,,0.4337,0.97868,0,0.72899,0
conversion,conversion_00859,P3,metro,search,android,new,38.0,45.0,6200.19,,10.0,19.0,66.1,0.4471,117.56,3.0,,,,,,,,0.3289,0.92778,1,0.6768,1
conversion,conversion_00708,P2,regional,affiliate,tablet,new,25.0,5.0,4356.13,6619.59,7.0,46.0,11.68,0.078,93.87,1.0,,,,,,,,0.2641,0.27713,0,0.81042,1
conversion,conversion_00392,P2,regional,email,desktop,value,20.0,12.0,4538.21,6915.41,3.0,41.0,94.84,0.129,91.25,1.0,,,,,,,,0.2157,0.40245,0,0.57341,1
conversion,conversion_00306,P3,island,search,android,standard,28.0,10.0,4224.66,2403.52,8.0,44.0,40.05,0.1651,143.15,1.0,,,,,,,,0.2512,0.87649,0,0.53314,0
conversion,conversion_00273,P1,metro,search,desktop,premium,43.0,44.0,2958.33,1501.41,4.0,25.0,39.39,0.0877,102.97,1.0,,,,,,,,0.4452,0.54411,0,0.4132,0
conversion,conversion_00857,P1,metro,social,desktop,new,47.0,0.0,5223.78,7027.37,7.0,44.0,78.71,0.2535,29.54,0.0,,,,,,,,0.3568,0.62711,0,0.9679,0
conversion,conversion_00547,P2,suburban,social,ios,premium,35.0,41.0,,7062.19,1.0,2.0,953.79,0.0163,24.57,3.0,,,,,,,,0.5773,0.38593,0,0.54026,0
conversion,conversion_00070,P2,metro,email,android,standard,30.0,4.0,4943.55,7916.88,14.0,57.0,38.99,0.1969,64.52,0.0,,,,,,,,0.382,0.70471,1,0.60392,1
conversion,conversion_00794,P3,metro,email,tablet,premium,60.0,4.0,,2832.91,1.0,42.0,87.29,0.1557,29.26,0.0,,,,,,,,0.3916,0.54958,0,0.59706,1
conversion,conversion_00175,P1,island,search,ios,new,48.0,10.0,4298.91,2998.17,16.0,22.0,40.65,0.2936,22.52,1.0,,,,,,,,0.164,0.77433,0,0.79542,0
conversion,conversion_00362,P3,metro,search,ios,premium,19.0,15.0,,2916.04,4.0,40.0,,0.119,22.48,3.0,,,,,,,,0.6797,0.6262,0,0.31698,0
conversion,conversion_00656,P2,suburban,affiliate,desktop,premium,19.0,23.0,1410.09,2108.82,15.0,47.0,175.59,0.0942,28.57,0.0,,,,,,,,0.5291,1.0,0,0.92257,1
conversion,conversion_00792,P2,suburban,affiliate,desktop,standard,18.0,15.0,5165.03,3436.65,16.0,29.0,59.42,0.1251,78.34,1.0,,,,,,,,0.2622,0.9657,0,0.91018,1
conversion,conversion_00043,P1,suburban,direct,desktop,premium,43.0,8.0,4475.93,7331.63,6.0,45.0,,0.2153,174.91,3.0,,,,,,,,0.4425,0.60236,0,0.54292,0
conversion,conversion_00686,P3,metro,affiliate,desktop,premium,33.0,13.0,4837.12,8179.83,2.0,44.0,102.95,0.3422,42.2,0.0,,,,,,,,0.6802,0.59322,0,0.59906,1
conversion,conversion_00483,P1,island,affiliate,ios,premium,,5.0,3435.82,4932.65,11.0,20.0,129.55,0.1136,86.83,2.0,,,,,,,,0.4457,0.94121,0,0.56942,1
conversion,conversion_00563,P2,metro,affiliate,tablet,value,46.0,20.0,4937.52,2164.6,12.0,23.0,188.9,0.1309,104.44,0.0,,,,,,,,0.0971,1.0,0,0.6741,1
conversion,conversion_00184,P3,metro,affiliate,desktop,standard,37.0,22.0,4399.96,3042.07,14.0,41.0,147.5,0.2077,63.01,1.0,,,,,,,,0.0615,0.8659,0,1.0,1
conversion,conversion_00304,P3,suburban,search,android,new,37.0,8.0,4635.56,2056.82,16.0,36.0,122.72,0.0556,62.46,0.0,,,,,,,,0.3622,0.65121,0,0.67718,0
conversion,conversion_00867,P2,regional,affiliate,ios,premium,46.0,1.0,4709.98,2904.15,9.0,51.0,127.64,0.2431,32.04,0.0,,,,,,,,0.321,0.8056,0,1.0,1
conversion,conversion_00853,P1,suburban,search,ios,premium,49.0,5.0,1558.28,1650.23,11.0,12.0,156.39,0.0217,36.25,3.0,,,,,,,,0.3784,0.77643,0,0.56589,1
conversion,conversion_00264,P3,metro,email,desktop,premium,28.0,23.0,5207.02,6356.07,8.0,31.0,,0.3604,33.36,1.0,,,,,,,,0.1325,0.8414,0,0.79189,1
conversion,conversion_00246,P2,regional,social,ios,standard,35.0,1.0,3065.23,,15.0,27.0,140.43,0.2358,78.75,0.0,,,,,,,,0.4485,0.8361,0,0.76441,1
conversion,conversion_00749,P1,suburban,social,desktop,premium,50.0,16.0,4779.3,6924.78,11.0,36.0,88.14,0.0334,46.97,3.0,,,,,,,,0.4044,0.53874,0,0.70074,1
conversion,conversion_00618,P3,regional,social,desktop,new,37.0,10.0,4537.61,4921.28,5.0,40.0,126.39,0.1876,69.31,3.0,,,,,,,,0.1267,0.63459,0,0.58111,1
conversion,conversion_00511,P1,suburban,search,tablet,standard,37.0,24.0,4033.26,,3.0,20.0,24.89,0.2236,24.47,1.0,,,,,,,,0.3188,0.48013,0,0.48353,1
conversion,conversion_00158,P3,metro,email,tablet,premium,33.0,3.0,6254.51,2904.16,12.0,23.0,223.36,0.5004,41.1,3.0,,,,,,,,0.3231,0.94363,0,1.0,1
conversion,conversion_00639,P2,metro,search,android,standard,26.0,44.0,2338.42,,0.0,22.0,52.91,0.2225,18.62,0.0,,,,,,,,0.0193,0.35327,0,0.68846,0
conversion,conversion_00019,P3,regional,affiliate,tablet,new,53.0,54.0,6708.56,7581.2,4.0,22.0,191.67,0.506,13.46,0.0,,,,,,,,0.3265,0.78826,0,0.60974,1
conversion,conversion_00678,P3,suburban,social,android,new,54.0,4.0,3720.0,2908.49,14.0,34.0,121.27,0.2324,42.72,2.0,,,,,,,,0.2346,0.80018,0,0.8756,1
conversion,conversion_00538,P2,regional,social,android,standard,44.0,19.0,5022.47,6851.1,7.0,39.0,51.32,0.1105,9.1,0.0,,,,,,,,0.0391,0.67457,0,0.55026,1
conversion,conversion_00861,P2,regional,social,tablet,value,46.0,29.0,6497.46,2902.73,16.0,22.0,190.35,0.2311,56.7,3.0,,,,,,,,0.251,0.63117,0,0.76442,0
conversion,conversion_00765,P2,regional,social,tablet,standard,41.0,0.0,3502.69,4773.0,10.0,26.0,208.09,0.5376,45.07,1.0,,,,,,,,0.2721,0.9416,0,0.9634,1
conversion,conversion_00441,P2,suburban,social,desktop,new,59.0,24.0,5626.37,3506.27,1.0,23.0,144.81,0.1603,88.98,0.0,,,,,,,,0.4386,0.54001,0,0.48515,0
conversion,conversion_00870,P3,metro,direct,desktop,standard,22.0,13.0,3605.83,4357.62,7.0,44.0,34.25,0.0641,30.0,1.0,,,,,,,,0.0119,0.80686,0,0.60333,0
conversion,conversion_00761,P2,metro,direct,tablet,premium,45.0,15.0,2518.98,3315.11,4.0,5.0,71.82,0.1726,33.28,0.0,,,,,,,,0.4242,0.64471,0,0.49565,1
conversion,conversion_00354,P3,metro,email,android,standard,42.0,,5542.87,5662.0,4.0,10.0,137.97,0.3095,40.34,3.0,,,,,,,,0.375,0.28921,1,0.49993,1
conversion,conversion_00139,P1,regional,social,android,value,34.0,39.0,5619.55,2905.46,14.0,39.0,110.51,0.65,30.24,0.0,,,,,,,,0.1591,0.79149,0,1.0,0
conversion,conversion_00674,P2,suburban,social,tablet,new,37.0,9.0,5164.36,3691.64,1.0,22.0,209.46,0.009,111.34,0.0,,,,,,,,0.3237,0.53716,0,0.35911,1
conversion,conversion_00428,P3,island,search,tablet,value,34.0,6.0,4805.96,6204.52,11.0,15.0,123.26,0.2661,59.86,1.0,,,,,,,,0.1706,0.68954,0,0.71191,1
conversion,conversion_00572,P2,regional,email,tablet,premium,53.0,0.0,2840.96,4028.3,5.0,40.0,57.36,0.354,33.1,0.0,,,,,,,,0.2842,0.68665,0,0.90376,1
conversion,conversion_00343,P1,suburban,search,tablet,premium,22.0,24.0,5168.61,7123.82,15.0,22.0,,0.4382,105.86,3.0,,,,,,,,0.1509,0.76085,0,0.8061,1
conversion,conversion_00325,P3,metro,social,ios,standard,47.0,0.0,4174.9,5379.53,7.0,24.0,59.88,0.1828,85.16,2.0,,,,,,,,0.3286,0.74494,0,0.81425,0
conversion,conversion_00583,P1,regional,search,android,new,37.0,50.0,6558.45,2875.73,16.0,19.0,216.0,0.1705,35.04,0.0,,,,,,,,0.2838,0.82403,0,0.75444,0
conversion,conversion_00646,P1,island,affiliate,tablet,premium,18.0,5.0,,3298.98,13.0,40.0,83.95,0.0465,71.83,3.0,,,,,,,,0.2993,0.60603,0,0.86741,0
conversion,conversion_00696,P3,suburban,social,tablet,new,18.0,19.0,3484.2,2853.96,6.0,34.0,97.5,0.2283,21.0,0.0,,,,,,,,0.0903,0.67165,0,0.31484,1
conversion,conversion_00310,P1,island,search,desktop,value,57.0,14.0,4227.51,3080.66,8.0,21.0,57.48,0.0518,26.3,0.0,,,,,,,,0.1314,0.56342,0,0.43704,0
conversion,conversion_00489,P2,suburban,search,tablet,value,32.0,15.0,2500.3,3079.85,0.0,2.0,27.96,0.0231,29.47,1.0,,,,,,,,0.3402,0.11385,0,0.0058,0
conversion,conversion_00258,P3,suburban,search,ios,premium,39.0,54.0,3020.56,2473.75,4.0,16.0,47.79,0.2351,26.6,0.0,,,,,,,,0.8152,0.74226,0,0.621,1
conversion,conversion_00726,P1,metro,search,desktop,new,28.0,36.0,1200.0,1075.08,2.0,26.0,173.33,0.143,59.13,0.0,,,,,,,,0.025,0.63078,0,0.81345,0
conversion,conversion_00315,P1,regional,social,tablet,standard,18.0,,1488.44,1771.15,14.0,27.0,91.81,0.5773,52.45,1.0,,,,,,,,0.4676,0.8364,0,0.90656,1
conversion,conversion_00689,P2,regional,email,ios,premium,45.0,19.0,5018.85,7609.37,7.0,51.0,54.67,0.1878,69.39,3.0,,,,,,,,0.2112,0.77738,0,0.78946,1
conversion,conversion_00398,P1,suburban,search,android,standard,27.0,,6269.24,4983.1,12.0,44.0,177.34,0.3145,50.49,0.0,,,,,,,,0.347,0.97607,0,1.0,0
conversion,conversion_00526,P2,island,search,desktop,new,18.0,42.0,5205.29,,3.0,5.0,89.54,0.0766,81.92,3.0,,,,,,,,0.5371,0.2379,0,0.38285,1
conversion,conversion_00832,P1,regional,search,desktop,standard,54.0,40.0,4295.58,5850.64,6.0,42.0,85.35,0.2188,122.31,2.0,,,,,,,,0.2225,0.47521,0,0.79222,0
conversion,conversion_00676,P3,regional,affiliate,ios,value,21.0,35.0,4642.6,7777.82,14.0,29.0,46.33,0.3741,18.55,0.0,,,,,,,,0.3654,0.68914,0,0.88604,1
conversion,conversion_00167,P1,metro,direct,ios,new,18.0,5.0,3650.88,4547.78,12.0,30.0,75.32,0.2396,71.9,0.0,,,,,,,,0.2496,0.52113,0,0.60653,1
conversion,conversion_00514,P3,metro,search,ios,standard,42.0,24.0,6423.3,4261.27,4.0,12.0,31.63,0.084,51.86,1.0,,,,,,,,0.1993,0.58197,0,0.70153,1
conversion,conversion_00456,P1,regional,email,desktop,value,23.0,36.0,6479.17,4657.39,11.0,56.0,172.75,0.275,23.56,2.0,,,,,,,,0.4876,0.67564,0,0.94068,0
conversion,conversion_00881,P3,regional,direct,ios,standard,36.0,,5971.91,5487.22,12.0,49.0,40.42,0.2895,22.65,0.0,,,,,,,,0.4758,0.81562,0,0.78824,0
conversion,conversion_00278,P1,metro,affiliate,android,value,18.0,14.0,4555.89,6089.07,3.0,35.0,136.36,0.099,91.97,1.0,,,,,,,,0.294,0.71631,1,0.48756,0
conversion,conversion_00205,P2,suburban,affiliate,ios,standard,21.0,8.0,4345.07,5452.06,1.0,34.0,40.62,0.2662,48.33,3.0,,,,,,,,0.2878,0.14345,0,0.38286,1
conversion,conversion_00719,P3,regional,direct,ios,new,46.0,1.0,3253.86,2793.54,15.0,44.0,402.19,0.4015,64.67,3.0,,,,,,,,0.5358,0.7477,0,0.82552,1
conversion,conversion_00125,P2,metro,direct,tablet,premium,26.0,1.0,5482.3,8222.25,1.0,25.0,52.69,0.4755,32.7,0.0,,,,,,,,0.34,0.77336,0,0.86816,0
conversion,conversion_00069,P2,regional,social,desktop,standard,24.0,4.0,3682.9,1614.34,9.0,9.0,31.39,0.359,52.26,1.0,,,,,,,,0.1904,0.4013,0,0.24782,1
conversion,conversion_00368,P3,suburban,email,desktop,new,43.0,0.0,7022.16,,14.0,50.0,107.78,0.65,52.91,0.0,,,,,,,,0.1284,0.8186,0,0.9739,1
conversion,conversion_00333,P3,metro,search,android,premium,48.0,6.0,,,1.0,5.0,116.76,0.3058,26.01,0.0,,,,,,,,0.4183,0.52953,0,0.49283,1
conversion,conversion_00871,P1,island,affiliate,tablet,premium,49.0,26.0,5340.58,5551.76,9.0,55.0,123.28,0.0722,10.25,0.0,,,,,,,,0.1342,0.89123,0,0.6505,1
conversion,conversion_00318,P1,island,social,desktop,new,34.0,4.0,3418.58,5349.28,8.0,33.0,174.87,0.1253,57.12,0.0,,,,,,,,0.1467,0.76139,0,0.5705,1
conversion,conversion_00348,P3,island,social,ios,standard,36.0,6.0,2442.67,1590.72,16.0,17.0,,0.2682,29.22,1.0,,,,,,,,0.2238,0.70911,0,0.81476,1
conversion,conversion_00136,P1,island,social,ios,standard,47.0,0.0,4030.37,3908.96,6.0,34.0,106.57,0.264,33.9,2.0,,,,,,,,0.4537,0.49398,0,0.60596,0
conversion,conversion_00345,P2,regional,search,ios,standard,36.0,13.0,3769.78,4847.52,10.0,16.0,185.78,0.0403,55.35,1.0,,,,,,,,0.2816,0.71912,0,0.66201,1
conversion,conversion_00176,P3,regional,affiliate,android,standard,38.0,27.0,3815.83,5417.1,14.0,37.0,192.47,0.258,25.35,0.0,,,,,,,,0.0141,0.85336,0,1.0,1
conversion,conversion_00813,P2,suburban,direct,android,premium,24.0,30.0,4368.94,,9.0,32.0,58.39,0.5381,72.57,1.0,,,,,,,,0.7971,0.81498,1,0.72731,0
conversion,conversion_00865,P3,suburban,search,tablet,value,42.0,11.0,4416.38,6829.41,2.0,31.0,159.63,0.0878,20.77,1.0,,,,,,,,0.1896,0.61534,0,0.64843,0
conversion,conversion_00034,P3,regional,direct,tablet,new,38.0,,3827.85,1684.18,15.0,51.0,264.99,0.3656,78.41,0.0,,,,,,,,0.6503,0.94661,0,0.88494,1
